CaseID,Activity,EventType,Resource,Timestamp
62,Antrag prüfen,start,Manager_#0,2017-10-24T07:17:35
62,Antrag prüfen,complete,Manager_#0,2017-10-24T08:17:35
62,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-10T07:15:54
62,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-10T07:25:18
62,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-16T04:42:48
62,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-16T06:42:48
62,Antrag prüfen,start,Manager_#0,2017-11-16T06:42:48
62,Antrag prüfen,complete,Manager_#0,2017-11-16T07:42:48
62,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-24T02:47:25
62,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-24T02:50:55
62,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-28T09:36:47
62,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-29T03:36:47
62,Antrag prüfen,start,Manager_#0,2017-11-29T03:36:47
62,Antrag prüfen,complete,Manager_#0,2017-11-29T04:36:47
63,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-11T06:45:24
63,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-11T07:02:24
63,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-24T07:17:35
63,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-24T09:17:35
63,Antrag prüfen,start,Manager_#0,2017-10-24T09:17:35
63,Antrag prüfen,complete,Manager_#0,2017-10-24T10:17:35
63,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-10T07:25:18
63,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-10T07:43:55
63,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-16T06:42:48
63,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-16T08:42:48
63,Antrag prüfen,start,Manager_#0,2017-11-16T08:42:48
63,Antrag prüfen,complete,Manager_#0,2017-11-16T09:42:48
63,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-24T02:50:55
63,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-24T03:07:03
63,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-29T03:36:47
63,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-29T05:36:47
63,Antrag prüfen,start,Manager_#0,2017-11-29T05:36:47
63,Antrag prüfen,complete,Manager_#0,2017-11-29T06:36:47
64,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-12T05:02:24
64,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-12T05:06:54
64,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-24T09:23:52
64,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-25T03:23:52
64,Antrag prüfen,start,Manager_#0,2017-10-25T03:23:52
64,Antrag prüfen,complete,Manager_#0,2017-10-25T04:23:52
64,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-10T07:46:38
64,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-10T07:58:18
64,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-17T02:42:48
64,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-17T04:42:48
64,Antrag prüfen,start,Manager_#0,2017-11-17T04:42:48
64,Antrag prüfen,complete,Manager_#0,2017-11-17T05:42:48
65,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T05:06:54
65,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T05:26:38
65,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-25T04:11:22
65,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-25T06:11:22
65,Antrag prüfen,start,Manager_#0,2017-10-25T06:11:22
65,Antrag prüfen,complete,Manager_#0,2017-10-25T07:11:22
66,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T05:26:38
66,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T05:36:57
66,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-25T06:11:22
66,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-25T08:11:22
66,Antrag prüfen,start,Manager_#0,2017-10-25T08:11:22
66,Antrag prüfen,complete,Manager_#0,2017-10-25T09:11:22
66,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-10T07:58:18
66,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-10T08:01:24
66,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-17T04:42:48
66,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-17T06:42:48
66,Antrag prüfen,start,Manager_#0,2017-11-17T06:42:48
66,Antrag prüfen,complete,Manager_#0,2017-11-17T07:42:48
67,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T05:36:57
67,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T05:39:48
67,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-25T08:11:22
67,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-25T10:11:22
67,Antrag prüfen,start,Manager_#0,2017-10-25T10:11:22
67,Antrag prüfen,complete,Manager_#0,2017-10-26T03:11:22
68,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T05:39:48
68,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T05:54:30
68,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-25T10:11:22
68,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-26T04:11:22
68,Antrag prüfen,start,Manager_#0,2017-10-26T04:11:22
68,Antrag prüfen,complete,Manager_#0,2017-10-26T05:11:22
68,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-10T08:01:24
68,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-10T08:23:12
68,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-17T06:42:48
68,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-17T08:42:48
68,Antrag prüfen,start,Manager_#0,2017-11-17T08:42:48
68,Antrag prüfen,complete,Manager_#0,2017-11-17T09:42:48
68,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-24T03:07:03
68,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-24T03:08:25
68,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-29T05:36:47
68,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-29T07:36:47
68,Antrag prüfen,start,Manager_#0,2017-11-29T07:36:47
68,Antrag prüfen,complete,Manager_#0,2017-11-29T08:36:47
69,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T05:54:30
69,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T06:15:23
69,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-26T04:11:22
69,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-26T06:11:22
69,Antrag prüfen,start,Manager_#0,2017-10-26T06:11:22
69,Antrag prüfen,complete,Manager_#0,2017-10-26T07:11:22
70,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T06:15:23
70,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T06:29:56
70,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-26T06:11:22
70,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-26T08:11:22
70,Antrag prüfen,start,Manager_#0,2017-10-26T08:11:22
70,Antrag prüfen,complete,Manager_#0,2017-10-26T09:11:22
70,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-10T08:23:12
70,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-10T08:41:47
70,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-17T08:42:48
70,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-20T02:42:48
70,Antrag prüfen,start,Manager_#0,2017-11-20T02:42:48
70,Antrag prüfen,complete,Manager_#0,2017-11-20T03:42:48
71,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T06:29:56
71,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T06:43:37
71,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-26T08:11:22
71,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-26T10:11:22
71,Antrag prüfen,start,Manager_#0,2017-10-26T10:11:22
71,Antrag prüfen,complete,Manager_#0,2017-10-27T03:11:22
72,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T06:43:37
72,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T06:53:14
72,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-26T10:11:22
72,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-27T04:11:22
72,Antrag prüfen,start,Manager_#0,2017-10-27T04:11:22
72,Antrag prüfen,complete,Manager_#0,2017-10-27T05:11:22
73,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T06:53:14
73,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T06:59:25
73,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-27T04:11:22
73,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-27T06:11:22
73,Antrag prüfen,start,Manager_#0,2017-10-27T06:11:22
73,Antrag prüfen,complete,Manager_#0,2017-10-27T07:11:22
73,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-10T08:41:47
73,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-10T08:51:26
73,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-20T02:42:48
73,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-20T04:42:48
73,Antrag prüfen,start,Manager_#0,2017-11-20T04:42:48
73,Antrag prüfen,complete,Manager_#0,2017-11-20T05:42:48
74,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T06:59:25
74,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T07:01:38
74,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-27T06:11:22
74,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-27T08:11:22
74,Antrag prüfen,start,Manager_#0,2017-10-27T08:11:22
74,Antrag prüfen,complete,Manager_#0,2017-10-27T09:11:22
75,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T07:01:38
75,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T07:42:38
75,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-01T05:53:32
75,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-01T07:04:25
75,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-13T07:34:26
75,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-13T07:47:52
75,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-21T06:22:25
75,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-21T08:22:25
75,Antrag prüfen,start,Manager_#0,2017-11-21T08:22:25
75,Antrag prüfen,complete,Manager_#0,2017-11-21T09:22:25
76,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T07:42:38
76,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T07:59:14
76,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-27T08:42:22
76,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-27T10:42:22
76,Antrag prüfen,start,Manager_#0,2017-10-27T10:42:22
76,Antrag prüfen,complete,Manager_#0,2017-10-30T02:42:22
77,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T07:59:14
77,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T08:10:46
77,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-27T10:42:22
77,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-30T03:42:22
77,Antrag prüfen,start,Manager_#0,2017-10-30T03:42:22
77,Antrag prüfen,complete,Manager_#0,2017-10-30T04:42:22
77,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-10T09:06:52
77,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-10T09:07:09
77,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-20T06:42:48
77,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-20T08:42:48
77,Antrag prüfen,start,Manager_#0,2017-11-20T08:42:48
77,Antrag prüfen,complete,Manager_#0,2017-11-20T09:42:48
77,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-27T09:08:25
77,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-27T09:21:18
77,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-29T08:41:04
77,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-30T02:41:04
77,Antrag prüfen,start,Manager_#0,2017-11-30T02:41:04
77,Antrag prüfen,complete,Manager_#0,2017-11-30T03:41:04
78,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T08:10:46
78,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T08:14:48
78,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-30T03:42:22
78,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-30T05:42:22
78,Antrag prüfen,start,Manager_#0,2017-10-30T05:42:22
78,Antrag prüfen,complete,Manager_#0,2017-10-30T06:42:22
79,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T08:14:48
79,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T08:25:27
79,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-30T05:42:22
79,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-30T07:42:22
79,Antrag prüfen,start,Manager_#0,2017-10-30T07:42:22
79,Antrag prüfen,complete,Manager_#0,2017-10-30T08:42:22
80,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T08:25:27
80,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T08:37:09
80,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-30T07:42:22
80,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-30T09:42:22
80,Antrag prüfen,start,Manager_#0,2017-10-30T09:42:22
80,Antrag prüfen,complete,Manager_#0,2017-10-31T02:42:22
81,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T08:37:09
81,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T08:56:01
81,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-30T09:42:22
81,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-31T03:42:22
81,Antrag prüfen,start,Manager_#0,2017-10-31T03:42:22
81,Antrag prüfen,complete,Manager_#0,2017-10-31T04:42:22
82,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T08:56:01
82,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T10:18:52
82,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-01T07:04:25
82,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-01T07:18:50
82,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-13T05:07:09
82,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-13T07:07:09
82,Antrag prüfen,start,Manager_#0,2017-11-13T07:07:09
82,Antrag prüfen,complete,Manager_#0,2017-11-13T08:07:09
82,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-22T04:22:25
82,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-22T04:26:10
82,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-27T05:08:25
82,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-27T07:08:25
82,Antrag prüfen,start,Manager_#0,2017-11-27T07:08:25
82,Antrag prüfen,complete,Manager_#0,2017-11-27T08:08:25
83,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T10:18:52
83,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T10:26:25
83,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-31T03:42:22
83,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-31T05:42:22
83,Antrag prüfen,start,Manager_#0,2017-10-31T05:42:22
83,Antrag prüfen,complete,Manager_#0,2017-10-31T06:42:22
84,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T10:26:25
84,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T10:32:58
84,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-31T05:42:22
84,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-31T07:42:22
84,Antrag prüfen,start,Manager_#0,2017-10-31T07:42:22
84,Antrag prüfen,complete,Manager_#0,2017-10-31T08:42:22
84,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-13T07:07:09
84,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-13T07:10:54
84,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-21T02:22:25
84,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-21T04:22:25
84,Antrag prüfen,start,Manager_#0,2017-11-21T04:22:25
84,Antrag prüfen,complete,Manager_#0,2017-11-21T05:22:25
84,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-27T09:24:34
84,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-27T09:26:03
84,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-30T04:41:04
84,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-30T06:41:04
84,Antrag prüfen,start,Manager_#0,2017-11-30T06:41:04
84,Antrag prüfen,complete,Manager_#0,2017-11-30T07:41:04
85,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T10:32:58
85,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T10:32:58
85,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-31T07:42:22
85,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-31T09:42:22
85,Antrag prüfen,start,Manager_#0,2017-10-31T09:42:22
85,Antrag prüfen,complete,Manager_#0,2017-11-01T02:42:22
85,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-13T07:10:54
85,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-13T07:34:26
85,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-21T04:22:25
85,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-21T06:22:25
85,Antrag prüfen,start,Manager_#0,2017-11-21T06:22:25
85,Antrag prüfen,complete,Manager_#0,2017-11-21T07:22:25
85,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-28T03:26:03
85,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-28T03:36:47
85,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-30T06:41:04
85,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-30T08:41:04
85,Antrag prüfen,start,Manager_#0,2017-11-30T08:41:04
85,Antrag prüfen,complete,Manager_#0,2017-11-30T09:41:04
86,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T10:32:58
86,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T10:50:19
86,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-31T09:42:22
86,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-01T03:42:22
86,Antrag prüfen,start,Manager_#0,2017-11-01T03:42:22
86,Antrag prüfen,complete,Manager_#0,2017-11-01T04:42:22
87,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T10:50:19
87,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-13T10:57:22
87,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-01T03:42:22
87,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-01T05:42:22
87,Antrag prüfen,start,Manager_#0,2017-11-01T05:42:22
87,Antrag prüfen,complete,Manager_#0,2017-11-01T06:42:22
88,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-13T10:57:22
88,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-16T03:06:35
88,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-01T07:18:50
88,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-01T09:18:50
88,Antrag prüfen,start,Manager_#0,2017-11-01T09:18:50
88,Antrag prüfen,complete,Manager_#0,2017-11-02T02:18:50
89,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-16T03:06:35
89,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-16T03:09:45
89,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-01T09:18:50
89,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-02T03:18:50
89,Antrag prüfen,start,Manager_#0,2017-11-02T03:18:50
89,Antrag prüfen,complete,Manager_#0,2017-11-02T04:18:50
89,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-13T07:47:52
89,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-13T08:20:00
89,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-22T04:26:10
89,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-22T04:44:16
89,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-27T07:08:25
89,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-27T09:08:25
89,Antrag prüfen,start,Manager_#0,2017-11-27T09:08:25
89,Antrag prüfen,complete,Manager_#0,2017-11-28T02:08:25
90,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-16T03:09:45
90,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-16T03:17:16
90,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-02T03:18:50
90,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-02T05:18:50
90,Antrag prüfen,start,Manager_#0,2017-11-02T05:18:50
90,Antrag prüfen,complete,Manager_#0,2017-11-02T06:18:50
91,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-16T03:17:16
91,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-16T03:26:39
91,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-02T05:18:50
91,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-02T07:18:50
91,Antrag prüfen,start,Manager_#0,2017-11-02T07:18:50
91,Antrag prüfen,complete,Manager_#0,2017-11-02T08:18:50
92,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-16T03:26:39
92,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-16T03:27:09
92,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-02T07:18:50
92,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-02T09:18:50
92,Antrag prüfen,start,Manager_#0,2017-11-02T09:18:50
92,Antrag prüfen,complete,Manager_#0,2017-11-03T02:18:50
93,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-16T03:27:09
93,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-16T03:31:06
93,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-02T09:18:50
93,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-03T03:18:50
93,Antrag prüfen,start,Manager_#0,2017-11-03T03:18:50
93,Antrag prüfen,complete,Manager_#0,2017-11-03T04:18:50
94,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-16T03:31:06
94,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-16T03:59:45
94,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-06T05:18:50
94,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-06T05:23:24
94,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-13T08:38:53
94,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-14T02:38:53
94,Antrag prüfen,start,Manager_#0,2017-11-14T02:38:53
94,Antrag prüfen,complete,Manager_#0,2017-11-14T03:38:53
94,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-23T06:44:16
94,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-23T06:52:04
94,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-27T09:26:03
94,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-28T03:26:03
94,Antrag prüfen,start,Manager_#0,2017-11-28T03:26:03
94,Antrag prüfen,complete,Manager_#0,2017-11-28T04:26:03
95,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-16T03:59:45
95,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-16T04:08:30
95,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-03T03:18:50
95,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-03T05:18:50
95,Antrag prüfen,start,Manager_#0,2017-11-03T05:18:50
95,Antrag prüfen,complete,Manager_#0,2017-11-03T06:18:50
95,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-13T08:20:00
95,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-13T08:33:41
95,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-21T08:22:25
95,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-22T02:22:25
95,Antrag prüfen,start,Manager_#0,2017-11-22T02:22:25
95,Antrag prüfen,complete,Manager_#0,2017-11-22T03:22:25
96,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-16T04:08:30
96,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-16T04:10:58
96,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-03T05:18:50
96,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-03T07:18:50
96,Antrag prüfen,start,Manager_#0,2017-11-03T07:18:50
96,Antrag prüfen,complete,Manager_#0,2017-11-03T08:18:50
96,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-13T08:33:41
96,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-13T08:38:53
96,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-22T02:22:25
96,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-22T04:22:25
96,Antrag prüfen,start,Manager_#0,2017-11-22T04:22:25
